Script started on Sun 26 Nov 2017 12:51:08 PM EST
]0;alex@alex-obsidubuntu: ~/live/ae[01;32malex@alex-obsidubuntu[00m:[01;34m~/live/ae[00m$ exitpy autoencoder.py
2017-11-26 12:51:10.492277: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2017-11-26 12:51:10.614521: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:892] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2017-11-26 12:51:10.614832: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.683
pciBusID: 0000:01:00.0
totalMemory: 10.89GiB freeMemory: 10.04GiB
2017-11-26 12:51:10.614851: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:01:00.0, compute capability: 6.1)
['B01']
['B03']
['B02']
Loading images  ./ourds/*.jpg ['B01']
Number of images: 61
Number of rows: 256
Number of cols: 256
Dataset array size:  (61, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B03']
Number of images: 60
Number of rows: 256
Number of cols: 256
Dataset array size:  (60, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B02']
Number of images: 66
Number of rows: 256
Number of cols: 256
Dataset array size:  (66, 256, 256, 1)
(61, 256, 256, 1)
(60, 256, 256, 1)
(66, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|          1890 |    41667.1836 | Layer 1 | Epoch 31  |
|          1920 |    42057.1367 | Layer 1 | Epoch 32  |
|          1950 |    41940.8828 | Layer 1 | Epoch 32  |
|          1980 |    41547.6172 | Layer 1 | Epoch 33  |
|          2010 |    41453.5820 | Layer 1 | Epoch 33  |
|          2040 |    41327.2188 | Layer 1 | Epoch 34  |
|          2070 |    42549.3828 | Layer 1 | Epoch 34  |
|          2100 |    42197.0547 | Layer 1 | Epoch 35  |
|          2130 |    40763.6602 | Layer 1 | Epoch 35  |
|          2160 |    40926.7031 | Layer 1 | Epoch 36  |
|          2190 |    41540.0312 | Layer 1 | Epoch 36  |
|          2220 |    41073.8047 | Layer 1 | Epoch 37  |
|          2250 |    41362.4062 | Layer 1 | Epoch 37  |
|          2280 |    41507.4766 | Layer 1 | Epoch 38  |
|          2310 |    40884.6016 | Layer 1 | Epoch 38  |
|          2340 |    39519.1367 | Layer 1 | Epoch 39  |
|          2370 |    41553.6875 | Layer 1 | Epoch 39  |
|          2400 |    41998.5156 | Layer 1 | Epoch 40  |
|          2430 |    39826.8203 | Layer 1 | Epoch 40  |
|          2460 |    42582.3047 | Layer 1 | Epoch 41  |
|          2490 |    41046.8125 | Layer 1 | Epoch 41  |
|          2520 |    41815.1172 | Layer 1 | Epoch 42  |
|          2550 |    40834.4531 | Layer 1 | Epoch 42  |
|          2580 |    39693.6406 | Layer 1 | Epoch 43  |
|          2610 |    40073.1484 | Layer 1 | Epoch 43  |
|          2640 |    41859.0234 | Layer 1 | Epoch 44  |
|          2670 |    40675.6172 | Layer 1 | Epoch 44  |
|          2700 |    42200.5977 | Layer 1 | Epoch 45  |
|          2730 |    41445.0234 | Layer 1 | Epoch 45  |
|          2760 |    40262.6602 | Layer 1 | Epoch 46  |
|          2790 |    41533.1172 | Layer 1 | Epoch 46  |
|          2820 |    39693.1758 | Layer 1 | Epoch 47  |
|          2850 |    42931.0000 | Layer 1 | Epoch 47  |
|          2880 |    40556.2266 | Layer 1 | Epoch 48  |
|          2910 |    42102.7852 | Layer 1 | Epoch 48  |
|          2940 |    40931.3750 | Layer 1 | Epoch 49  |
|          2970 |    40575.6016 | Layer 1 | Epoch 49  |
|          3000 |    41577.8750 | Layer 1 | Epoch 50  |
|          3030 |    40581.0273 | Layer 1 | Epoch 50  |
|          3060 |    42349.3672 | Layer 1 | Epoch 51  |
|          3090 |    40819.9141 | Layer 1 | Epoch 51  |
|          3120 |    40605.5859 | Layer 1 | Epoch 52  |
|          3150 |    40180.5508 | Layer 1 | Epoch 52  |
|          3180 |    41810.9766 | Layer 1 | Epoch 53  |
|          3210 |    41688.1836 | Layer 1 | Epoch 53  |
|          3240 |    40604.3164 | Layer 1 | Epoch 54  |
|          3270 |    41030.6953 | Layer 1 | Epoch 54  |
|          3300 |    40490.6953 | Layer 1 | Epoch 55  |
|          3330 |    41154.4102 | Layer 1 | Epoch 55  |
|          3360 |    40028.9492 | Layer 1 | Epoch 56  |
|          3390 |    39010.2617 | Layer 1 | Epoch 56  |
|          3420 |    40314.1211 | Layer 1 | Epoch 57  |
|          3450 |    40388.7734 | Layer 1 | Epoch 57  |
|          3480 |    41545.9258 | Layer 1 | Epoch 58  |
|          3510 |    41593.2656 | Layer 1 | Epoch 58  |
|          3540 |    40568.9336 | Layer 1 | Epoch 59  |
|          3570 |    40986.5430 | Layer 1 | Epoch 59  |
|          3600 |    41625.0742 | Layer 1 | Epoch 60  |
|          3630 |    40759.1133 | Layer 1 | Epoch 60  |
|          3660 |    40589.2109 | Layer 1 | Epoch 61  |
|          3690 |    40282.0820 | Layer 1 | Epoch 61  |
|          3720 |    39201.9805 | Layer 1 | Epoch 61  |
|          3750 |    41202.3984 | Layer 1 | Epoch 62  |
|          3780 |    41197.8828 | Layer 1 | Epoch 62  |
|          3810 |    39778.5312 | Layer 1 | Epoch 63  |
|          3840 |    40597.9609 | Layer 1 | Epoch 63  |
|          3870 |    42147.0273 | Layer 1 | Epoch 64  |
|          3900 |    39248.9492 | Layer 1 | Epoch 64  |
|          3930 |    41745.6953 | Layer 1 | Epoch 65  |
|          3960 |    41160.5000 | Layer 1 | Epoch 65  |
|          3990 |    41244.9023 | Layer 1 | Epoch 66  |
|          4020 |    42065.1445 | Layer 1 | Epoch 66  |
|          4050 |    41831.7109 | Layer 1 | Epoch 67  |
|          4080 |    39677.6719 | Layer 1 | Epoch 67  |
|          4110 |    41160.2891 | Layer 1 | Epoch 68  |
|          4140 |    41668.4766 | Layer 1 | Epoch 68  |
|          4170 |    41652.7188 | Layer 1 | Epoch 69  |
|          4200 |    40843.8203 | Layer 1 | Epoch 69  |
|          4230 |    41825.4141 | Layer 1 | Epoch 70  |
|          4260 |    40603.9922 | Layer 1 | Epoch 70  |
|          4290 |    40820.3906 | Layer 1 | Epoch 71  |
|          4320 |    40399.4648 | Layer 1 | Epoch 71  |
|          4350 |    39656.1250 | Layer 1 | Epoch 72  |
|          4380 |    40364.4141 | Layer 1 | Epoch 72  |
|          4410 |    41119.5586 | Layer 1 | Epoch 73  |
|          4440 |    39855.3164 | Layer 1 | Epoch 73  |
|          4470 |    38750.6094 | Layer 1 | Epoch 74  |
|          4500 |    40290.3672 | Layer 1 | Epoch 74  |
|          4530 |    40738.8789 | Layer 1 | Epoch 75  |
|          4560 |    40806.9180 | Layer 1 | Epoch 75  |
|          4590 |    40476.1641 | Layer 1 | Epoch 76  |
|          4620 |    40821.6680 | Layer 1 | Epoch 76  |
|          4650 |    40914.3555 | Layer 1 | Epoch 77  |
|          4680 |    40832.2305 | Layer 1 | Epoch 77  |
|          4710 |    39464.2227 | Layer 1 | Epoch 78  |
|          4740 |    40869.0898 | Layer 1 | Epoch 78  |
|          4770 |    40432.3320 | Layer 1 | Epoch 79  |
|          4800 |    40350.1172 | Layer 1 | Epoch 79  |
|          4830 |    40841.2148 | Layer 1 | Epoch 80  |
|          4860 |    41533.5898 | Layer 1 | Epoch 80  |
|          4890 |    38018.3203 | Layer 1 | Epoch 81  |
|          4920 |    39212.4453 | Layer 1 | Epoch 81  |
|          4950 |    42339.0195 | Layer 1 | Epoch 82  |
|          4980 |    38818.0625 | Layer 1 | Epoch 82  |
|          5010 |    39391.9609 | Layer 1 | Epoch 83  |
|          5040 |    40409.1914 | Layer 1 | Epoch 83  |
|          5070 |    39729.5859 | Layer 1 | Epoch 84  |
|          5100 |    40599.6367 | Layer 1 | Epoch 84  |
|          5130 |    38848.9805 | Layer 1 | Epoch 85  |
|          5160 |    40784.2422 | Layer 1 | Epoch 85  |
|          5190 |    41164.2070 | Layer 1 | Epoch 86  |
|          5220 |    40478.0234 | Layer 1 | Epoch 86  |
|          5250 |    40007.9102 | Layer 1 | Epoch 87  |
|          5280 |    39622.8320 | Layer 1 | Epoch 87  |
|          5310 |    40130.8203 | Layer 1 | Epoch 88  |
|          5340 |    41359.6641 | Layer 1 | Epoch 88  |
|          5370 |    38800.0703 | Layer 1 | Epoch 89  |
|          5400 |    41278.5508 | Layer 1 | Epoch 89  |
|          5430 |    39659.5898 | Layer 1 | Epoch 90  |
|          5460 |    40601.9883 | Layer 1 | Epoch 90  |
|          5490 |    40231.2227 | Layer 1 | Epoch 91  |
|          5520 |    38958.4375 | Layer 1 | Epoch 91  |
|          5550 |    40720.2617 | Layer 1 | Epoch 91  |
|          5580 |    40546.7578 | Layer 1 | Epoch 92  |
|          5610 |    38541.5625 | Layer 1 | Epoch 92  |
|          5640 |    39185.7969 | Layer 1 | Epoch 93  |
|          5670 |    42633.8672 | Layer 1 | Epoch 93  |
|          5700 |    38814.4141 | Layer 1 | Epoch 94  |
|          5730 |    38095.5547 | Layer 1 | Epoch 94  |
|          5760 |    38333.9688 | Layer 1 | Epoch 95  |
|          5790 |    39616.5703 | Layer 1 | Epoch 95  |
|          5820 |    40073.0703 | Layer 1 | Epoch 96  |
|          5850 |    40791.5273 | Layer 1 | Epoch 96  |
|          5880 |    41292.5586 | Layer 1 | Epoch 97  |
|          5910 |    40061.4727 | Layer 1 | Epoch 97  |
|          5940 |    41142.9219 | Layer 1 | Epoch 98  |
|          5970 |    39419.0859 | Layer 1 | Epoch 98  |
|          6000 |    39463.6914 | Layer 1 | Epoch 99  |
|          6030 |    39800.3633 | Layer 1 | Epoch 99  |
|          6060 |    39748.0859 | Layer 1 | Epoch 100  |
|          6090 |    41430.4414 | Layer 1 | Epoch 100  |
|          6120 |    41322.0938 | Layer 1 | Epoch 101  |
|          6150 |    40799.9297 | Layer 1 | Epoch 101  |
|          6180 |    39011.9141 | Layer 1 | Epoch 102  |
|          6210 |    41410.6172 | Layer 1 | Epoch 102  |
|          6240 |    39254.0195 | Layer 1 | Epoch 103  |
|          6270 |    40335.7344 | Layer 1 | Epoch 103  |
|          6300 |    41672.4453 | Layer 1 | Epoch 104  |
|          6330 |    39659.2695 | Layer 1 | Epoch 104  |
|          6360 |    39119.7500 | Layer 1 | Epoch 105  |
|          6390 |    40125.8945 | Layer 1 | Epoch 105  |
|          6420 |    40467.2070 | Layer 1 | Epoch 106  |
|          6450 |    39380.0000 | Layer 1 | Epoch 106  |
|          6480 |    38928.6016 | Layer 1 | Epoch 107  |
|          6510 |    38971.7305 | Layer 1 | Epoch 107  |
|          6540 |    38884.7734 | Layer 1 | Epoch 108  |
|          6570 |    39803.1953 | Layer 1 | Epoch 108  |
|          6600 |    39555.8203 | Layer 1 | Epoch 109  |
|          6630 |    40028.0938 | Layer 1 | Epoch 109  |
|          6660 |    41427.5664 | Layer 1 | Epoch 110  |
|          6690 |    40427.6953 | Layer 1 | Epoch 110  |
|          6720 |    39515.0625 | Layer 1 | Epoch 111  |
|          6750 |    41838.2422 | Layer 1 | Epoch 111  |
|          6780 |    40087.4414 | Layer 1 | Epoch 112  |
|          6810 |    39880.7812 | Layer 1 | Epoch 112  |
|          6840 |    39308.4297 | Layer 1 | Epoch 113  |
|          6870 |    39968.4492 | Layer 1 | Epoch 113  |
|          6900 |    39507.4570 | Layer 1 | Epoch 114  |
|          6930 |    40419.9570 | Layer 1 | Epoch 114  |
|          6960 |    41296.3906 | Layer 1 | Epoch 115  |
|          6990 |    39196.8984 | Layer 1 | Epoch 115  |
|          7020 |    39223.4453 | Layer 1 | Epoch 116  |
|          7050 |    39665.7617 | Layer 1 | Epoch 116  |
|          7080 |    38649.0078 | Layer 1 | Epoch 117  |
|          7110 |    39684.0664 | Layer 1 | Epoch 117  |
|          7140 |    39045.2305 | Layer 1 | Epoch 118  |
|          7170 |    40588.1328 | Layer 1 | Epoch 118  |
|          7200 |    39096.5391 | Layer 1 | Epoch 119  |
|          7230 |    39778.5117 | Layer 1 | Epoch 119  |
|          7260 |    39586.7422 | Layer 1 | Epoch 120  |
|          7290 |    39182.2578 | Layer 1 | Epoch 120  |
|          7320 |    40875.1680 | Layer 1 | Epoch 121  |
|          7350 |    40349.9297 | Layer 1 | Epoch 121  |
|          7380 |    37981.8516 | Layer 1 | Epoch 121  |
|          7410 |    38432.6016 | Layer 1 | Epoch 122  |
|          7440 |    39068.8086 | Layer 1 | Epoch 122  |
|          7470 |    41565.6055 | Layer 1 | Epoch 123  |
|          7500 |    39718.0586 | Layer 1 | Epoch 123  |
|          7530 |    40608.8516 | Layer 1 | Epoch 124  |
|          7560 |    38547.7500 | Layer 1 | Epoch 124  |
|          7590 |    40065.5469 | Layer 1 | Epoch 125  |
|          7620 |    40253.5664 | Layer 1 | Epoch 125  |
|          7650 |    40118.3594 | Layer 1 | Epoch 126  |
|          7680 |    38212.5898 | Layer 1 | Epoch 126  |
|          7710 |    38095.6172 | Layer 1 | Epoch 127  |
|          7740 |    39618.6016 | Layer 1 | Epoch 127  |
|          7770 |    39974.8984 | Layer 1 | Epoch 128  |
|          7800 |    39064.3359 | Layer 1 | Epoch 128  |
|          7830 |    38921.9062 | Layer 1 | Epoch 129  |
|          7860 |    38613.8516 | Layer 1 | Epoch 129  |
|          7890 |    40708.0234 | Layer 1 | Epoch 130  |
|          7920 |    37616.5898 | Layer 1 | Epoch 130  |
|          7950 |    40972.3203 | Layer 1 | Epoch 131  |
|          7980 |    40682.3945 | Layer 1 | Epoch 131  |
|          8010 |    39260.3477 | Layer 1 | Epoch 132  |
|          8040 |    40261.5234 | Layer 1 | Epoch 132  |
|          8070 |    36473.5000 | Layer 1 | Epoch 133  |
|          8100 |    38549.3828 | Layer 1 | Epoch 133  |
|          8130 |    38141.7734 | Layer 1 | Epoch 134  |
|          8160 |    37706.8359 | Layer 1 | Epoch 134  |
|          8190 |    39882.9336 | Layer 1 | Epoch 135  |
|          8220 |    40436.5742 | Layer 1 | Epoch 135  |
|          8250 |    39417.1992 | Layer 1 | Epoch 136  |
|          8280 |    38762.3398 | Layer 1 | Epoch 136  |
|          8310 |    40957.9922 | Layer 1 | Epoch 137  |
|          8340 |    38846.7305 | Layer 1 | Epoch 137  |
|          8370 |    39401.2344 | Layer 1 | Epoch 138  |
|          8400 |    38315.7500 | Layer 1 | Epoch 138  |
|          8430 |    38611.5703 | Layer 1 | Epoch 139  |
|          8460 |    40520.0078 | Layer 1 | Epoch 139  |
|          8490 |    38224.1367 | Layer 1 | Epoch 140  |
|          8520 |    38729.2812 | Layer 1 | Epoch 140  |
|          8550 |    39114.5703 | Layer 1 | Epoch 141  |
|          8580 |    37905.9609 | Layer 1 | Epoch 141  |
|          8610 |    37805.6797 | Layer 1 | Epoch 142  |
|          8640 |    39600.7344 | Layer 1 | Epoch 142  |
|          8670 |    39494.6094 | Layer 1 | Epoch 143  |
|          8700 |    40294.1875 | Layer 1 | Epoch 143  |
|          8730 |    40110.9375 | Layer 1 | Epoch 144  |
|          8760 |    40850.1680 | Layer 1 | Epoch 144  |
|          8790 |    40520.2852 | Layer 1 | Epoch 145  |
|          8820 |    39034.6367 | Layer 1 | Epoch 145  |
|          8850 |    39688.1328 | Layer 1 | Epoch 146  |
|          8880 |    41442.6055 | Layer 1 | Epoch 146  |
|          8910 |    39422.3984 | Layer 1 | Epoch 147  |
|          8940 |    40477.7188 | Layer 1 | Epoch 147  |
|          8970 |    39696.7617 | Layer 1 | Epoch 148  |
|          9000 |    39508.7500 | Layer 1 | Epoch 148  |
|          9030 |    39192.4102 | Layer 1 | Epoch 149  |
|          9060 |    41265.0938 | Layer 1 | Epoch 149  |
|          9090 |    39780.8516 | Layer 1 | Epoch 150  |
|          9120 |    38759.7070 | Layer 1 | Epoch 150  |
|          9150 |    37789.8828 | Layer 1 | Epoch 151  |
|          9180 |    37289.0391 | Layer 1 | Epoch 151  |
|          9210 |    38085.4062 | Layer 1 | Epoch 151  |
|          9240 |    38671.2891 | Layer 1 | Epoch 152  |
|          9270 |    37882.4297 | Layer 1 | Epoch 152  |
|          9300 |    38466.8984 | Layer 1 | Epoch 153  |
|          9330 |    39483.5586 | Layer 1 | Epoch 153  |
|          9360 |    36920.6367 | Layer 1 | Epoch 154  |
|          9390 |    37998.6367 | Layer 1 | Epoch 154  |
|          9420 |    39109.4766 | Layer 1 | Epoch 155  |
|          9450 |    38434.8125 | Layer 1 | Epoch 155  |
|          9480 |    38882.2266 | Layer 1 | Epoch 156  |
|          9510 |    39448.8672 | Layer 1 | Epoch 156  |
|          9540 |    38915.6914 | Layer 1 | Epoch 157  |
|          9570 |    39493.8867 | Layer 1 | Epoch 157  |
|          9600 |    40229.5859 | Layer 1 | Epoch 158  |
|          9630 |    38929.1016 | Layer 1 | Epoch 158  |
|          9660 |    39395.1719 | Layer 1 | Epoch 159  |
|          9690 |    39099.2461 | Layer 1 | Epoch 159  |
|          9720 |    39851.3438 | Layer 1 | Epoch 160  |
|          9750 |    39699.2891 | Layer 1 | Epoch 160  |
|          9780 |    38553.0547 | Layer 1 | Epoch 161  |
|          9810 |    39556.3008 | Layer 1 | Epoch 161  |
|          9840 |    38704.7109 | Layer 1 | Epoch 162  |
|          9870 |    39860.0742 | Layer 1 | Epoch 162  |
|          9900 |    38965.8320 | Layer 1 | Epoch 163  |
|          9930 |    40234.8320 | Layer 1 | Epoch 163  |
|          9960 |    38916.6250 | Layer 1 | Epoch 164  |
|          9990 |    38386.3047 | Layer 1 | Epoch 164  |
|         10020 |    39763.8242 | Layer 1 | Epoch 165  |
|         10050 |    39268.7305 | Layer 1 | Epoch 165  |
|         10080 |    36772.1367 | Layer 1 | Epoch 166  |
|         10110 |    38435.2734 | Layer 1 | Epoch 166  |
|         10140 |    37370.4883 | Layer 1 | Epoch 167  |
|         10170 |    39292.6328 | Layer 1 | Epoch 167  |
|         10200 |    40338.5938 | Layer 1 | Epoch 168  |
|         10230 |    38334.9102 | Layer 1 | Epoch 168  |
|         10260 |    39181.2422 | Layer 1 | Epoch 169  |
|         10290 |    38155.5234 | Layer 1 | Epoch 169  |
|         10320 |    38508.3203 | Layer 1 | Epoch 170  |
|         10350 |    39824.7188 | Layer 1 | Epoch 170  |
|         10380 |    39911.0508 | Layer 1 | Epoch 171  |
|         10410 |    36896.3359 | Layer 1 | Epoch 171  |
|         10440 |    39111.7734 | Layer 1 | Epoch 172  |
|         10470 |    38980.1445 | Layer 1 | Epoch 172  |
|         10500 |    38559.8516 | Layer 1 | Epoch 173  |
|         10530 |    38923.1445 | Layer 1 | Epoch 173  |
|         10560 |    38972.8789 | Layer 1 | Epoch 174  |
|         10590 |    39506.0195 | Layer 1 | Epoch 174  |
|         10620 |    39059.1992 | Layer 1 | Epoch 175  |
|         10650 |    38744.0781 | Layer 1 | Epoch 175  |
|         10680 |    39022.2695 | Layer 1 | Epoch 176  |
|         10710 |    37381.5547 | Layer 1 | Epoch 176  |
|         10740 |    36455.7070 | Layer 1 | Epoch 177  |
|         10770 |    40934.8984 | Layer 1 | Epoch 177  |
|         10800 |    40842.4141 | Layer 1 | Epoch 178  |
|         10830 |    39316.4492 | Layer 1 | Epoch 178  |
|         10860 |    39198.6250 | Layer 1 | Epoch 179  |
|         10890 |    39843.8125 | Layer 1 | Epoch 179  |
|         10920 |    39316.3516 | Layer 1 | Epoch 180  |
|         10950 |    39731.9570 | Layer 1 | Epoch 180  |
|         10980 |    38247.0430 | Layer 1 | Epoch 181  |
|         11010 |    39875.5078 | Layer 1 | Epoch 181  |
|         11040 |    40680.0195 | Layer 1 | Epoch 181  |
|         11070 |    39004.5000 | Layer 1 | Epoch 182  |
|         11100 |    37269.1172 | Layer 1 | Epoch 182  |
|         11130 |    38843.1133 | Layer 1 | Epoch 183  |
|         11160 |    38589.8867 | Layer 1 | Epoch 183  |
|         11190 |    37808.6328 | Layer 1 | Epoch 184  |
|         11220 |    41018.9961 | Layer 1 | Epoch 184  |
|         11250 |    38739.1406 | Layer 1 | Epoch 185  |
|         11280 |    39547.5234 | Layer 1 | Epoch 185  |
|         11310 |    37094.0078 | Layer 1 | Epoch 186  |
|         11340 |    38356.9062 | Layer 1 | Epoch 186  |
|         11370 |    37257.1133 | Layer 1 | Epoch 187  |
|         11400 |    38594.3477 | Layer 1 | Epoch 187  |
|         11430 |    40608.2578 | Layer 1 | Epoch 188  |
|         11460 |    40794.4141 | Layer 1 | Epoch 188  |
|         11490 |    37874.0312 | Layer 1 | Epoch 189  |
|         11520 |    38606.2578 | Layer 1 | Epoch 189  |
|         11550 |    39047.5195 | Layer 1 | Epoch 190  |
|         11580 |    39219.8867 | Layer 1 | Epoch 190  |
|         11610 |    37835.5078 | Layer 1 | Epoch 191  |
|         11640 |    38978.1953 | Layer 1 | Epoch 191  |
|         11670 |    38975.4492 | Layer 1 | Epoch 192  |
|         11700 |    38232.7578 | Layer 1 | Epoch 192  |
|         11730 |    37914.1406 | Layer 1 | Epoch 193  |
|         11760 |    38610.6484 | Layer 1 | Epoch 193  |
|         11790 |    39837.1289 | Layer 1 | Epoch 194  |
|         11820 |    39343.1836 | Layer 1 | Epoch 194  |
|         11850 |    40608.7266 | Layer 1 | Epoch 195  |
|         11880 |    39847.6094 | Layer 1 | Epoch 195  |
|         11910 |    38365.3555 | Layer 1 | Epoch 196  |
|         11940 |    40636.2578 | Layer 1 | Epoch 196  |
|         11970 |    39471.8125 | Layer 1 | Epoch 197  |
|         12000 |    37969.5156 | Layer 1 | Epoch 197  |
|         12030 |    39070.6445 | Layer 1 | Epoch 198  |
|         12060 |    38160.6133 | Layer 1 | Epoch 198  |
|         12090 |    39268.4883 | Layer 1 | Epoch 199  |
|         12120 |    38251.8633 | Layer 1 | Epoch 199  |
|         12150 |    38773.6680 | Layer 1 | Epoch 200  |
|         12180 |    39681.8125 | Layer 1 | Epoch 200  |
|         12210 |    39580.9570 | Layer 1 | Epoch 201  |
|         12240 |    38658.3203 | Layer 1 | Epoch 201  |
|         12270 |    38986.1953 | Layer 1 | Epoch 202  |
